Education,Income,Recency,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Total_Spent,Accepted,Age,Family_Size,Customer_Tenure,Relationship_Status_Partnered,Relationship_Status_Single,Age_Group,Income_Group
1,45837.0,88,5,6,2,5,7,0,373,0,50,4,4153,True,False,Middle-aged,Medium
2,35791.0,94,2,1,0,3,8,0,35,0,59,4,4234,False,True,Senior,Medium
3,117416.25,31,0,0,0,1,1,0,107,0,48,4,4206,True,False,Middle-aged,Very High
1,54162.0,31,1,1,0,3,4,0,42,0,46,3,4283,False,True,Middle-aged,Medium
2,30522.0,6,5,1,2,9,2,0,326,0,64,3,4496,True,False,Senior,Medium
3,54456.0,23,3,6,1,7,6,0,404,0,63,3,4168,True,False,Senior,Medium
1,31632.0,92,1,2,1,2,7,0,95,0,53,1,4165,False,True,Middle-aged,Medium
1,72298.0,52,1,4,3,6,1,0,939,1,75,1,3926,False,True,Senior,High
2,36975.0,50,1,1,0,3,7,0,33,0,46,2,3998,False,True,Middle-aged,Medium
2,72635.0,54,1,6,8,6,3,0,981,1,69,2,4206,True,False,Senior,High
1,13624.0,93,2,2,0,3,6,0,36,0,48,3,4340,True,False,Middle-aged,Low
1,84196.0,56,1,8,4,7,3,0,1237,0,49,2,4206,False,True,Middle-aged,High
1,70971.0,28,6,11,10,5,7,0,1825,1,64,3,4461,True,False,Senior,High
3,34487.0,94,3,3,0,3,9,0,103,0,47,3,4476,False,True,Middle-aged,Medium
1,28769.0,76,3,4,1,4,9,0,191,0,47,2,4373,False,True,Middle-aged,Low
3,69084.0,43,2,7,3,13,8,0,1586,0,54,3,4037,True,False,Middle-aged,High
3,65488.0,46,1,3,4,6,1,0,963,0,66,2,3831,True,False,Senior,High
2,62466.0,13,5,6,3,12,4,0,889,0,54,3,3980,True,False,Middle-aged,High
2,32218.0,27,1,2,1,3,7,0,93,1,64,1,3949,False,True,Senior,Medium
1,83917.0,12,1,6,7,7,3,0,1587,1,51,1,4252,False,True,Middle-aged,High
1,46102.0,3,1,1,0,2,7,0,16,0,62,4,3926,False,True,Senior,Medium
1,84574.0,72,1,9,10,11,5,0,1375,0,72,1,4205,False,True,Senior,High
1,56181.0,6,1,4,2,7,4,0,393,0,62,3,4352,True,False,Senior,Medium
2,63120.0,53,5,8,4,9,7,0,1477,1,74,2,4454,False,True,Senior,High
1,73691.0,58,2,6,2,8,2,0,1179,1,53,3,4050,True,False,Middle-aged,High
1,63381.0,78,4,4,5,13,2,0,1005,0,64,3,4447,True,False,Senior,High
3,76140.0,57,1,5,9,6,2,0,1348,0,76,2,3862,True,False,Senior,High
3,62859.0,37,4,9,4,6,6,0,1307,0,65,2,4361,False,True,Senior,High
1,45906.0,20,2,5,4,4,5,0,486,1,60,2,4233,False,True,Senior,Medium
2,77632.0,73,1,4,2,6,2,0,2252,1,77,2,4291,True,False,Senior,High
3,46463.0,56,6,3,1,6,6,0,235,0,53,4,4130,True,False,Middle-aged,Medium
1,105471.0,36,0,9,8,13,3,0,1724,1,54,2,4339,True,False,Middle-aged,Very High
2,55282.0,9,1,3,1,6,4,0,235,0,54,2,4013,False,True,Middle-aged,Medium
2,78710.0,42,3,7,6,12,4,0,1092,0,47,3,3852,True,False,Middle-aged,High
1,66886.0,28,2,7,1,7,5,0,599,0,66,3,4101,True,False,Senior,High
2,98777.0,23,0,4,6,9,1,0,2008,1,64,1,3947,False,True,Senior,Very High
1,29103.0,38,2,1,0,3,9,0,48,0,39,3,4486,True,False,Middle-aged,Low
1,67445.0,63,5,9,6,12,6,0,1174,0,50,3,4501,True,False,Middle-aged,High
3,50616.0,71,1,1,1,4,2,0,67,0,74,3,3892,True,False,Senior,Medium
1,49431.0,9,2,7,1,5,8,0,365,0,69,2,4510,False,True,Senior,Medium
1,117416.25,81,0,0,0,0,0,0,6,0,49,1,3957,False,True,Middle-aged,Very High
1,61278.0,87,2,3,1,4,6,0,165,0,71,3,3991,True,False,Senior,High
2,26490.0,92,2,3,1,5,6,0,210,0,66,2,4460,True,False,Senior,Low
3,73059.0,36,1,9,3,13,4,0,1095,0,77,3,4117,True,False,Senior,High
3,46734.0,86,4,3,2,3,6,0,223,1,58,4,4066,False,True,Senior,Medium
1,56253.0,83,4,7,2,9,6,0,597,0,61,3,4384,True,False,Senior,Medium
1,19986.0,74,1,0,0,3,7,0,22,0,39,3,4042,True,False,Middle-aged,Low
1,58330.0,87,1,6,4,13,4,0,1064,0,49,2,4001,False,True,Middle-aged,Medium
0,25965.0,29,1,2,0,3,8,0,74,0,44,2,4475,True,False,Middle-aged,Low
2,14661.0,88,1,1,0,3,6,0,26,0,68,2,4359,True,False,Senior,Low
1,18690.0,77,1,1,1,2,8,0,60,0,65,2,4363,True,False,Senior,Low
3,45068.0,25,1,1,0,2,7,0,20,0,50,3,4224,True,False,Middle-aged,Medium
0,21063.0,34,2,2,0,3,6,0,59,0,37,2,4092,False,True,Middle-aged,Low
3,29187.0,43,1,1,0,3,8,0,34,0,56,3,4231,True,False,Senior,Low
2,54690.0,76,3,3,1,5,3,0,198,0,53,4,4049,True,False,Middle-aged,Medium
3,59304.0,81,3,7,8,10,5,0,1048,0,60,3,4150,True,False,Senior,Medium
2,59247.0,87,5,5,2,9,6,0,574,0,62,3,4048,False,True,Senior,Medium
1,66731.0,33,4,4,3,6,3,0,1029,0,54,2,4470,False,True,Middle-aged,High
1,77353.0,38,2,6,4,8,4,0,670,0,44,3,4010,True,False,Middle-aged,High
3,52614.0,63,2,2,4,8,8,0,990,0,49,2,4390,False,True,Middle-aged,Medium
1,26751.0,26,1,1,0,2,8,0,11,0,50,4,3853,True,False,Middle-aged,Low
3,81300.0,17,3,10,3,5,5,0,1241,1,61,3,4422,True,False,Senior,High
1,70337.0,75,1,2,2,12,1,0,576,0,45,1,3993,False,True,Middle-aged,High
2,36145.0,13,4,4,1,3,9,0,172,1,39,3,4193,True,False,Middle-aged,Medium
3,65295.0,19,1,3,3,13,2,0,664,0,44,1,4003,False,True,Middle-aged,High
1,68118.0,51,2,8,9,4,6,0,928,0,61,2,4069,False,True,Senior,High
1,68743.0,81,1,11,5,13,7,0,2074,0,57,1,4483,False,True,Senior,High
2,41039.0,32,1,8,1,5,8,0,467,0,42,2,4154,True,False,Middle-aged,Medium
1,38946.0,84,2,3,1,6,5,0,257,0,69,3,4063,True,False,Senior,Medium
1,65777.0,87,1,2,8,6,1,0,1146,0,57,2,4007,True,False,Senior,High
3,66476.0,99,2,5,2,11,4,0,689,0,48,2,4294,False,True,Middle-aged,High
3,86857.0,96,1,5,6,10,2,0,2114,1,52,1,4470,False,True,Middle-aged,High
3,117416.25,21,6,0,10,1,0,0,1717,0,42,2,4509,True,False,Middle-aged,Very High
3,77845.0,40,1,3,5,12,1,0,1346,1,35,2,3859,True,False,Young,High
3,69476.0,3,1,4,6,4,2,0,1044,0,55,2,4087,True,False,Middle-aged,High
3,50611.0,98,6,4,5,7,6,0,493,1,64,2,4448,False,True,Senior,Medium
1,61209.0,73,1,5,3,4,2,0,957,0,54,1,4123,False,True,Middle-aged,High
2,42315.0,90,3,1,4,4,3,0,270,0,66,3,4167,True,False,Senior,Medium
0,13084.0,29,1,1,0,3,6,0,29,0,72,2,4054,True,False,Senior,Low
2,47570.0,3,3,2,2,2,7,0,121,1,75,3,4211,False,True,Senior,Medium
2,61923.0,94,1,2,1,4,3,0,126,0,63,4,4153,True,False,Senior,High
1,34824.0,65,1,1,0,2,6,0,23,0,29,1,3910,False,True,Young,Medium
3,26518.0,33,3,2,0,3,8,0,57,1,75,3,4262,False,True,Senior,Low
1,45938.0,46,2,8,4,6,6,0,636,0,63,1,4053,False,True,Senior,Medium
1,78468.0,29,1,10,7,10,4,0,1004,1,64,2,3896,True,False,Senior,High
1,78901.0,99,3,9,3,5,4,0,734,0,51,2,4100,False,True,Middle-aged,High
1,71427.0,26,2,8,2,8,4,0,614,0,46,4,3924,True,False,Middle-aged,High
1,71022.0,30,3,5,2,11,8,0,1453,1,46,2,3953,False,True,Middle-aged,High
2,90247.0,27,1,3,4,7,1,0,1621,1,36,1,3876,False,True,Middle-aged,Very High
2,41335.0,24,3,4,1,4,7,0,187,0,56,2,4000,False,True,Senior,Medium
1,71952.0,93,2,8,4,8,4,0,1443,1,38,3,4350,True,False,Middle-aged,High
3,35682.0,34,1,1,1,3,2,0,57,0,54,2,3817,False,True,Middle-aged,Medium
1,43185.0,88,2,9,3,6,8,0,637,0,73,2,4260,False,True,Senior,Medium
3,66375.0,96,3,2,4,5,7,0,948,1,76,3,4035,True,False,Senior,High
2,35178.0,10,1,1,1,2,7,0,59,1,53,3,4350,True,False,Middle-aged,Medium
1,25252.0,26,1,1,0,2,8,0,18,0,38,3,4167,True,False,Middle-aged,Low
2,55250.0,49,4,7,5,10,5,0,903,0,59,2,4431,False,True,Senior,Medium
1,33249.0,11,2,2,1,3,6,0,112,0,49,2,4309,False,True,Middle-aged,Medium
1,58398.0,44,3,5,4,8,4,0,596,0,71,2,4226,True,False,Senior,Medium
1,50272.0,75,3,4,1,5,7,0,233,0,42,3,4141,True,False,Middle-aged,Medium
3,76618.0,64,1,3,2,5,1,0,1511,0,49,2,4384,True,False,Middle-aged,High
2,87305.0,19,1,5,3,8,2,0,1152,1,64,1,4459,False,True,Senior,High
1,25851.0,45,2,2,0,3,7,0,48,0,46,3,4318,True,False,Middle-aged,Low
1,58710.0,77,6,11,5,9,6,0,1185,0,54,2,4270,False,True,Middle-aged,Medium
1,45160.0,9,1,1,0,2,7,0,21,0,66,3,3907,False,True,Senior,Medium
2,74806.0,1,2,5,4,5,4,0,965,0,59,3,4372,True,False,Senior,High
1,59111.0,90,1,11,1,8,7,0,869,0,70,2,4238,True,False,Senior,Medium
3,18988.0,43,2,1,0,3,7,0,16,0,40,3,3852,True,False,Middle-aged,Low
1,72190.0,79,1,5,6,4,3,0,1947,0,59,2,4316,True,False,Senior,High
1,7500.0,19,5,4,1,2,9,0,71,1,48,3,4512,True,False,Middle-aged,Low
1,44794.0,99,1,2,0,3,6,0,65,0,58,3,3836,True,False,Senior,Medium
1,80395.0,62,1,6,5,12,2,0,1380,1,69,2,4033,True,False,Senior,High
2,75012.0,41,1,3,8,11,1,0,1027,0,48,1,3970,False,True,Middle-aged,High
2,56962.0,60,6,6,3,5,7,0,411,0,59,4,4076,True,False,Senior,Medium
1,89891.0,17,1,11,6,8,4,0,836,1,33,2,4255,True,False,Young,High
3,35946.0,24,1,0,0,3,5,0,11,0,75,3,4090,False,True,Senior,Medium
3,53593.0,60,6,7,2,6,8,0,480,0,71,4,4506,True,False,Senior,Medium
1,66373.0,57,6,4,2,10,3,0,606,0,46,4,4197,True,False,Middle-aged,High
3,45072.0,74,5,6,1,4,8,0,284,0,76,4,4071,False,True,Senior,Medium
1,89694.0,22,3,4,3,4,5,0,1472,1,51,3,4078,False,True,Middle-aged,High
1,72025.0,46,1,4,8,13,2,0,1677,1,75,2,3876,True,False,Senior,High
1,67432.0,69,2,8,5,4,4,0,1335,0,51,3,4272,True,False,Middle-aged,High
2,70545.0,29,1,4,1,7,2,0,334,0,72,3,3841,True,False,Senior,High
0,17487.0,37,1,1,0,2,7,0,18,0,35,3,4283,True,False,Young,Low
1,62882.0,26,2,7,5,6,4,0,1338,0,55,3,4504,True,False,Middle-aged,High
3,64108.0,8,4,6,9,11,5,0,1099,0,71,2,4278,False,True,Senior,High
2,34941.0,26,2,3,0,3,8,0,97,0,68,4,4295,True,False,Senior,Medium
3,48767.0,79,3,2,1,3,5,0,63,0,74,4,3994,False,True,Senior,Medium
2,38702.0,71,2,3,0,4,6,0,109,0,46,3,4147,True,False,Middle-aged,Medium
1,82224.0,83,1,6,9,5,3,0,902,1,60,2,3970,True,False,Senior,High
1,83844.0,57,1,4,4,11,1,0,1574,1,72,2,4228,True,False,Senior,High
2,17003.0,37,3,2,0,4,5,0,38,0,49,3,4017,True,False,Middle-aged,Low
1,71163.0,30,1,3,8,12,1,0,960,0,29,1,3927,False,True,Young,High
1,33697.0,34,1,1,0,2,7,0,28,1,54,2,4102,False,True,Middle-aged,Medium
2,63564.0,0,1,10,10,7,6,0,1215,1,70,2,3966,True,False,Senior,High
3,83443.0,89,1,6,10,5,2,0,1497,0,52,2,3995,True,False,Middle-aged,High
3,51518.0,92,2,3,2,10,3,0,449,0,66,3,4084,True,False,Senior,Medium
1,58330.0,87,1,6,4,13,4,0,1064,0,49,2,4001,False,True,Middle-aged,Medium
1,80952.0,20,1,8,5,11,8,0,1757,1,55,2,4301,True,False,Middle-aged,High
1,75507.0,56,1,8,6,6,3,0,1440,0,45,2,3873,True,False,Middle-aged,High
2,63855.0,28,1,7,3,13,4,0,1006,0,46,2,4320,True,False,Middle-aged,High
3,62220.0,55,5,7,6,5,6,0,1226,1,52,3,4502,True,False,Middle-aged,High
1,58512.0,25,5,3,4,8,8,0,1171,0,60,3,4098,True,False,Senior,Medium
2,40662.0,0,2,2,1,3,4,0,92,0,45,3,4286,True,False,Middle-aged,Medium
3,38829.0,86,1,3,2,2,5,0,99,0,65,3,3899,True,False,Senior,Medium
2,35523.0,8,2,3,0,3,7,0,66,0,43,3,4084,True,False,Middle-aged,Medium
1,79146.0,33,2,8,1,8,6,0,564,0,57,3,3881,False,True,Senior,High
2,78285.0,13,1,6,4,10,3,0,1427,0,36,2,4059,True,False,Middle-aged,High
3,31626.0,12,1,2,1,2,7,0,86,1,46,2,4230,False,True,Middle-aged,Medium
1,75127.0,92,1,2,10,5,1,0,833,0,72,1,3853,False,True,Senior,High
1,48726.0,90,3,3,2,4,6,0,242,0,69,3,4243,True,False,Senior,Medium
1,74985.0,8,1,3,6,7,2,0,1869,0,47,2,4471,True,False,Middle-aged,High
1,67430.0,6,1,11,5,12,6,0,1364,0,37,2,4477,True,False,Middle-aged,High
2,46891.0,91,1,2,1,4,4,0,183,0,59,3,4116,True,False,Senior,Medium
2,62058.0,52,4,6,1,7,6,0,450,0,68,3,4214,True,False,Senior,High
1,72063.0,3,2,5,2,12,2,0,758,0,45,3,4176,True,False,Middle-aged,High
3,78939.0,57,1,8,5,6,3,0,1507,0,73,2,4014,True,False,Senior,High
1,42720.0,9,6,7,3,7,8,0,654,1,59,3,4246,False,True,Senior,Medium
1,33622.0,22,3,2,0,4,7,0,81,0,52,4,4257,True,False,Middle-aged,Medium
3,6835.0,76,0,0,0,1,13,0,137,0,67,3,4383,True,False,Senior,Low
1,41452.0,86,1,1,0,2,7,0,16,0,71,4,4295,True,False,Senior,Medium
3,40760.0,64,2,2,1,3,6,0,93,0,59,2,4118,False,True,Senior,Medium
3,74250.0,90,1,2,10,4,1,0,1158,0,66,2,3969,True,False,Senior,High
2,51124.0,79,2,1,0,3,3,0,43,0,69,3,4008,False,True,Senior,Medium
1,72258.0,28,2,6,9,5,2,0,1525,0,53,2,4105,False,True,Middle-aged,High
3,71466.0,86,1,4,4,10,1,0,1230,0,50,1,3900,False,True,Middle-aged,High
1,36283.0,42,2,1,0,3,4,0,29,0,48,4,3891,True,False,Middle-aged,Medium
1,20587.0,39,1,1,1,2,7,0,25,0,54,2,3864,False,True,Middle-aged,Low
1,30467.0,8,1,1,0,2,7,0,24,0,52,3,3917,True,False,Middle-aged,Medium
1,31590.0,40,1,1,0,3,8,0,38,0,52,3,4191,True,False,Middle-aged,Medium
0,20425.0,5,2,2,0,3,7,0,57,0,38,3,4423,True,False,Middle-aged,Low
2,17144.0,96,5,3,0,4,7,0,47,0,64,4,3949,True,False,Senior,Low
3,42564.0,28,6,6,8,4,7,0,813,1,56,2,4358,False,True,Senior,Medium
2,43783.0,22,6,7,1,8,7,0,629,1,46,3,3846,True,False,Middle-aged,Medium
1,40780.0,30,4,7,1,5,9,0,377,0,48,2,4474,False,True,Middle-aged,Medium
2,62847.0,45,1,3,6,4,2,0,1612,0,79,2,4345,True,False,Senior,High
3,82017.0,58,1,5,4,7,2,0,729,1,67,2,4414,True,False,Senior,High
1,16813.0,49,1,2,0,3,7,0,50,1,74,1,4160,False,True,Senior,Low
1,51267.0,37,4,3,3,5,4,0,270,0,46,4,4058,True,False,Middle-aged,Medium
1,46524.0,70,2,1,1,5,3,0,177,0,63,2,4265,False,True,Senior,Medium
2,45183.0,33,1,4,1,7,7,0,315,1,62,1,4340,False,True,Senior,Medium
3,70421.0,98,3,10,3,7,6,0,767,0,70,3,3816,True,False,Senior,High
2,60161.0,17,3,11,4,8,8,0,1071,0,59,2,4429,False,True,Senior,High
1,73926.0,54,1,6,5,12,3,0,1580,0,51,2,4299,True,False,Middle-aged,High
1,19329.0,39,3,4,0,3,8,0,60,0,56,3,4012,True,False,Senior,Low
2,61872.0,81,4,4,4,9,4,0,573,0,54,3,4013,True,False,Middle-aged,High
1,46984.0,71,1,1,0,3,5,0,41,0,68,3,4275,False,True,Senior,Medium
1,34838.0,62,3,2,1,4,6,0,170,0,73,4,4341,True,False,Senior,Medium
3,82716.0,8,1,6,8,13,2,0,1167,0,80,1,4051,False,True,Senior,High
1,48192.0,76,3,2,8,12,8,0,1526,1,66,2,4264,True,False,Senior,Medium
2,49681.0,66,6,7,1,7,7,0,458,0,48,4,4052,True,False,Middle-aged,Medium
2,56850.0,83,1,1,1,3,2,0,63,0,53,3,3913,True,False,Middle-aged,Medium
1,55267.0,28,4,3,4,6,3,0,405,0,67,3,4066,True,False,Senior,Medium
1,59666.0,87,6,3,2,8,8,0,1027,1,52,4,4279,True,False,Middle-aged,Medium
1,72504.0,43,2,5,9,6,2,0,1478,0,52,2,4264,False,True,Middle-aged,High
1,26872.0,0,1,1,1,2,6,0,72,0,43,2,4071,True,False,Middle-aged,Low
1,21359.0,1,2,2,0,3,8,0,48,1,52,2,4250,False,True,Middle-aged,Low
1,73170.0,1,1,5,4,6,2,0,726,0,49,1,3844,False,True,Middle-aged,High
2,52750.0,72,6,5,7,9,4,0,860,0,69,3,4325,True,False,Senior,Medium
3,91820.0,72,0,5,5,12,1,0,1497,0,38,2,4033,True,False,Middle-aged,Very High
3,65968.0,12,2,5,4,7,3,0,495,0,54,3,3863,True,False,Middle-aged,High
1,30772.0,89,1,1,0,2,6,0,20,0,48,4,3924,True,False,Middle-aged,Medium
1,22507.0,67,3,10,2,4,9,0,570,0,70,1,4397,False,True,Senior,Low
1,65685.0,54,1,9,2,9,5,0,769,0,52,3,3907,True,False,Middle-aged,High
2,25804.0,34,2,2,0,3,8,0,55,0,46,3,4116,True,False,Middle-aged,Low
3,76412.0,15,1,5,4,8,3,0,1808,1,44,1,4235,False,True,Middle-aged,High
1,22063.0,43,2,2,0,3,7,0,55,0,52,3,4140,True,False,Middle-aged,Low
1,57091.0,0,1,7,3,7,5,0,577,1,63,1,3829,False,True,Senior,Medium
1,22419.0,74,1,3,2,2,8,0,162,0,61,2,4252,True,False,Senior,Low
1,87771.0,61,1,5,10,4,6,0,1957,1,65,3,4218,True,False,Senior,High
2,78353.0,51,1,10,2,11,8,0,1576,0,65,2,4254,False,True,Senior,High
1,93404.0,97,3,3,4,7,5,0,1616,1,70,4,4233,True,False,Senior,Very High
1,37859.0,75,2,1,0,3,8,0,36,0,62,4,4348,False,True,Senior,Medium
3,80995.0,83,1,8,9,4,4,0,1482,0,66,2,4229,False,True,Senior,High
1,16529.0,23,1,1,0,3,6,0,22,0,40,3,3935,True,False,Middle-aged,Low
3,55412.0,65,1,2,0,3,5,0,63,0,48,3,4034,False,True,Middle-aged,Medium
1,48789.0,94,1,6,4,7,6,0,680,0,32,1,4472,False,True,Young,Medium
3,56575.0,42,3,7,3,7,5,0,542,0,57,4,4235,True,False,Senior,Medium
2,25130.0,10,2,2,0,3,7,0,50,0,44,3,4085,True,False,Middle-aged,Low
1,35441.0,94,2,1,0,3,8,0,39,0,57,4,4315,True,False,Senior,Medium
1,71391.0,50,5,6,5,12,3,0,1043,0,68,3,4272,True,False,Senior,High
2,49494.0,46,2,6,1,5,7,0,385,0,52,2,4245,False,True,Middle-aged,Medium
1,81702.0,98,1,7,7,12,3,0,1633,0,44,1,4459,False,True,Middle-aged,High
2,45889.0,42,1,1,0,3,6,0,46,0,44,2,4177,False,True,Middle-aged,Medium
1,56628.0,30,2,7,6,5,5,0,761,1,47,2,3915,False,True,Middle-aged,Medium
1,34026.0,11,3,2,1,3,5,0,76,0,74,4,4143,True,False,Senior,Medium
1,40049.0,61,3,3,2,6,5,0,290,0,50,3,4392,True,False,Middle-aged,Medium
1,34176.0,12,4,3,0,4,6,0,89,0,36,2,3863,False,True,Middle-aged,Medium
1,19419.0,76,4,4,0,3,9,0,70,0,43,3,4411,True,False,Middle-aged,Low
2,82504.0,2,1,3,6,7,1,0,1066,0,64,2,4152,True,False,Senior,High
1,81205.0,43,1,5,6,7,2,0,2009,1,54,2,3982,True,False,Middle-aged,High
2,61618.0,27,2,3,6,8,3,0,1345,0,33,1,4453,False,True,Young,High
2,55284.0,60,3,7,5,8,5,0,764,0,68,2,4367,False,True,Senior,Medium
1,49980.0,79,2,3,1,5,5,0,195,0,61,2,4064,False,True,Senior,Medium
1,15072.0,96,4,3,1,3,5,0,53,0,44,4,4230,True,False,Middle-aged,Low
1,49166.0,17,2,5,3,3,6,0,368,0,50,2,4196,False,True,Middle-aged,Medium
3,65324.0,0,3,6,2,9,4,0,544,0,70,3,3984,True,False,Senior,High
2,82347.0,38,1,7,7,10,3,0,1853,1,67,2,4415,True,False,Senior,High
3,30843.0,43,2,1,1,2,5,0,35,1,58,4,3849,True,False,Senior,Medium
3,46374.0,1,3,7,1,7,8,0,446,1,50,3,3919,True,False,Middle-aged,Medium
1,60474.0,25,6,10,2,12,7,0,1180,0,45,2,4269,False,True,Middle-aged,High
2,38576.0,2,1,1,0,3,7,0,41,0,51,3,3932,True,False,Middle-aged,Medium
1,55357.0,66,3,6,2,11,5,0,727,0,39,4,4310,True,False,Middle-aged,Medium
1,37758.0,49,2,1,0,3,8,0,40,0,58,4,4448,True,False,Senior,Medium
2,85710.0,5,1,6,9,10,2,0,1062,1,35,2,4235,True,False,Young,High
1,23228.0,71,2,2,0,3,8,0,40,0,55,3,3969,True,False,Middle-aged,Low
2,44602.0,35,6,6,1,4,8,0,292,0,55,4,3949,True,False,Middle-aged,Medium
1,7500.0,94,1,0,0,3,6,0,15,0,37,2,4351,True,False,Middle-aged,Low
2,38683.0,80,6,4,1,6,7,0,341,0,35,3,4448,True,False,Young,Medium
2,49514.0,61,2,6,1,4,7,0,369,0,49,2,4009,False,True,Middle-aged,Medium
3,57906.0,29,3,4,2,8,4,0,401,0,51,3,4198,True,False,Middle-aged,Medium
2,43456.0,0,3,5,1,8,5,0,393,0,58,2,4275,False,True,Senior,Medium
2,19485.0,80,1,1,0,2,7,0,10,0,38,3,4093,False,True,Middle-aged,Low
1,53172.0,54,3,2,3,8,3,0,486,0,46,3,4234,True,False,Middle-aged,Medium
1,30545.0,71,2,2,0,3,7,0,69,0,45,3,4435,True,False,Middle-aged,Medium
3,70123.0,27,1,5,7,4,3,0,1727,1,41,2,4089,True,False,Middle-aged,High
1,62450.0,61,2,5,5,4,3,0,995,1,65,2,3989,False,True,Senior,High
1,21675.0,55,3,4,0,3,7,0,45,0,48,3,3833,True,False,Middle-aged,Low
2,42395.0,35,4,3,1,4,7,0,182,0,43,3,3901,False,True,Middle-aged,Medium
2,61346.0,34,1,5,7,10,3,0,989,0,46,3,4081,True,False,Middle-aged,High
1,80812.0,95,1,4,8,5,2,0,1677,1,71,2,4100,True,False,Senior,High
2,42835.0,64,6,6,6,4,6,0,595,0,53,3,4179,False,True,Middle-aged,Medium
1,39922.0,30,2,3,0,4,8,0,156,0,41,3,4315,True,False,Middle-aged,Medium
2,86424.0,12,1,6,9,12,1,0,1226,0,68,1,3900,False,True,Senior,High
2,17117.0,96,4,3,1,3,9,0,128,0,46,3,4343,True,False,Middle-aged,Low
1,24762.0,16,3,3,1,2,8,0,86,1,52,2,3954,False,True,Middle-aged,Low
1,35797.0,16,2,2,0,3,8,0,68,0,49,3,4436,True,False,Middle-aged,Medium
1,36627.0,78,1,0,0,3,5,0,16,0,49,3,4156,False,True,Middle-aged,Medium
2,51111.0,83,2,2,0,3,6,0,55,0,43,4,3825,True,False,Middle-aged,Medium
3,86857.0,96,1,5,6,10,2,0,2114,1,52,1,4470,False,True,Middle-aged,High
3,82072.0,67,1,3,2,13,1,0,2018,0,54,2,4177,True,False,Middle-aged,High
3,46231.0,87,4,6,1,4,9,0,263,0,71,4,4395,False,True,Senior,Medium
1,42243.0,34,2,2,0,3,7,0,55,0,65,4,4015,True,False,Senior,Medium
1,51195.0,46,6,9,2,5,8,0,564,0,62,4,4269,True,False,Senior,Medium
2,68092.0,7,2,2,6,10,5,0,1281,0,46,1,4010,False,True,Middle-aged,High
1,31814.0,73,2,2,0,3,9,0,83,1,51,3,4320,True,False,Middle-aged,Medium
2,51390.0,54,6,5,2,5,5,0,353,0,59,3,4474,False,True,Senior,Medium
1,76630.0,93,1,3,10,11,1,0,1003,0,41,2,3981,True,False,Middle-aged,High
0,26868.0,52,1,1,0,2,7,0,14,0,33,2,3875,False,True,Young,Low
3,48948.0,53,2,7,10,5,6,0,902,1,81,1,4328,False,True,Senior,Medium
3,55260.0,81,2,8,10,5,6,0,1139,0,52,2,4379,False,True,Middle-aged,Medium
1,64090.0,8,1,6,9,4,5,0,797,1,68,3,4141,True,False,Senior,High
1,78331.0,97,2,10,6,7,4,0,1638,0,66,2,3972,False,True,Senior,High
3,37087.0,50,3,4,2,8,6,0,401,0,50,3,4137,True,False,Middle-aged,Medium
1,21846.0,38,4,4,0,3,8,0,84,0,38,2,4065,False,True,Middle-aged,Low
1,81320.0,61,1,4,3,10,2,0,928,0,66,2,4323,True,False,Senior,High
1,54137.0,46,2,4,1,4,6,0,203,0,54,2,4132,False,True,Middle-aged,Medium
1,66825.0,73,1,4,5,6,2,0,858,0,57,2,4165,True,False,Senior,High
1,57100.0,19,1,3,3,6,3,0,409,0,51,2,4022,True,False,Middle-aged,Medium
1,58917.0,10,5,4,1,6,5,0,282,0,55,4,4277,True,False,Middle-aged,Medium
1,85072.0,94,1,3,4,10,0,0,1423,0,47,1,3896,False,True,Middle-aged,High
1,86429.0,10,0,7,4,7,2,0,1449,1,63,1,4035,False,True,Senior,High
1,45684.0,37,1,1,0,2,7,0,28,0,53,2,4024,False,True,Middle-aged,Medium
1,47889.0,94,1,2,0,3,5,0,67,0,50,3,3991,True,False,Middle-aged,Medium
3,45921.0,23,1,2,1,6,4,0,199,0,38,2,3926,True,False,Middle-aged,Medium
3,78420.0,75,1,3,10,8,1,0,1453,0,58,1,4180,False,True,Senior,High
1,75114.0,40,1,3,10,5,2,0,1253,0,32,2,4049,True,False,Young,High
3,52278.0,24,6,10,5,10,8,0,1198,1,61,2,4335,False,True,Senior,Medium
2,35641.0,11,2,3,1,4,7,0,178,1,52,3,4165,True,False,Middle-aged,Medium
1,95529.0,29,1,7,3,7,3,0,1990,1,30,1,4388,False,True,Young,Very High
1,62820.0,51,1,3,4,6,1,0,976,0,70,2,4229,True,False,Senior,High
2,73113.0,86,1,3,4,7,2,0,1001,0,64,2,4000,True,False,Senior,High
3,84169.0,9,1,7,6,6,3,0,1919,1,42,2,4141,True,False,Middle-aged,High
2,42607.0,30,2,3,2,7,3,0,350,0,70,2,4039,False,True,Senior,Medium
3,74637.0,73,1,6,9,9,3,0,1650,1,70,1,4222,False,True,Senior,High
3,46015.0,25,1,1,0,3,7,0,46,1,69,4,3892,True,False,Senior,Medium
1,72354.0,67,1,2,10,6,1,0,1228,0,31,1,4253,False,True,Young,High
2,39858.0,67,1,2,0,4,6,0,95,1,55,2,4336,False,True,Middle-aged,Medium
3,34469.0,58,3,1,1,4,4,0,62,0,76,4,3871,True,False,Senior,Medium
